id,trigger,conditions,script,text,options,notes
nskr_contracts_recovery2,nskr_contractsOfferText,"$nskr_contracts_type == SCAVENGE","SetTextHighlights $nskr_contracts_count","""And as it happens we have a new data recovery contract available, it would require the recovery of $nskr_contracts_count $nskr_contracts_targets.""",,
nskr_contracts_recovery3,nskr_contractsOfferText,"$nskr_contracts_type == SCAVENGE","SetTextHighlights $nskr_contracts_rewardPer $nskr_contracts_rewardTotal","""The payout per unit recovered is $nskr_contracts_rewardPer for a total of $nskr_contracts_rewardTotal. You will be paid upon the full completion of the contract.""",,
nskr_contracts_recovery4,nskr_contractsOfferText,"$nskr_contracts_type == SCAVENGE",,"""Of course we are interested in the data only, you get to keep whatever materials you recover.""",,
nskr_contracts_recovery5,nskr_contractsOfferText,"$nskr_contracts_type == SCAVENGE",,"""Are you willing to do this?""",,
"#END CONTRACTS",,,,,,

,,,,,,
# THRONES GIFT,,,,,,
nskr_thronesGift_pickShip,nskr_thronesGiftPick,nskr_thronesGift hasShips,"nskr_thronesGift pick ""Pick from your fleet"" Confirm Cancel",,,Opened by ThronesGiftIntel; the picker result fires nskr_thronesGiftPicked or nskr_thronesGiftPickCancelled
nskr_thronesGift_pickNoShips,nskr_thronesGiftPick,!nskr_thronesGift hasShips,SetShortcut nskr_thronesGift_leave ESCAPE,You can not automate your only ship.,nskr_thronesGift_leave:Go back,
,,,,,,
nskr_thronesGift_pickCancelled,nskr_thronesGiftPickCancelled,,SetShortcut nskr_thronesGift_leave ESCAPE,You selected nothing.,"nskr_thronesGift_another:Automate another ship
nskr_thronesGift_leave:Go back",
,,,,,,
nskr_thronesGift_picked,nskr_thronesGiftPicked,,"AddTextSmall ""This will cost $nskr_thronesGift_cost automation points."" standardTextColor
SetTextHighlightColors highlight
SetTextHighlights ""$nskr_thronesGift_cost""
AddTextSmall ""You have $nskr_thronesGift_points automation points available."" standardTextColor
SetTextHighlightColors highlight
SetTextHighlights ""$nskr_thronesGift_points""
AddTextSmall ""Selected $nskr_thronesGift_shipName $nskr_thronesGift_hullName-Class"" gray
SetTextHighlightColors highlight
SetTextHighlights ""$nskr_thronesGift_hullName""
FireBest nskr_thronesGiftPickedOptions",,,
nskr_thronesGift_pickedAfford,nskr_thronesGiftPickedOptions,nskr_thronesGift canAfford,"SetOptionColor nskr_thronesGift_automate highlight
SetTooltip nskr_thronesGift_automate ""This will cost $nskr_thronesGift_cost automation points.""
nskr_quest confirm nskr_thronesGift_automate ""Are you sure? This cannot be reversed. It will cost $nskr_thronesGift_cost automation points."" ""Confirm"" ""Cancel""
SetShortcut nskr_thronesGift_leave ESCAPE",,"nskr_thronesGift_automate:Automate $nskr_thronesGift_hullName-Class
nskr_thronesGift_another:Automate another ship
nskr_thronesGift_leave:Go back",
nskr_thronesGift_pickedPoor,nskr_thronesGiftPickedOptions,!nskr_thronesGift canAfford,"SetTextHighlightColors bad
SetTextHighlights ""can not afford""
SetShortcut nskr_thronesGift_leave ESCAPE",You can not afford to automate this ship.,"nskr_thronesGift_another:Automate another ship
nskr_thronesGift_leave:Go back",
,,,,,,
nskr_thronesGift_automateSel,DialogOptionSelected,"$option == nskr_thronesGift_automate
nskr_thronesGift hasPicked","nskr_thronesGift automate
AddTextSmall ""Automated $nskr_thronesGift_shipName $nskr_thronesGift_hullName-Class"" gray
SetTextHighlightColors highlight
SetTextHighlights ""$nskr_thronesGift_hullName""
AddTextSmall ""Lost $nskr_thronesGift_cost automation points."" gray
SetTextHighlightColors bad
SetTextHighlights ""$nskr_thronesGift_cost""
AddTextSmall ""You now have $nskr_thronesGift_points automation points."" gray
PlaySound ui_noise_static
SetShortcut nskr_thronesGift_leave ESCAPE",,"nskr_thronesGift_leave:Continue
nskr_thronesGift_another:Automate another ship",
nskr_thronesGift_automateGone,DialogOptionSelected,"$option == nskr_thronesGift_automate
!nskr_thronesGift hasPicked",DismissDialog,,,The picked ship is no longer in the fleet
nskr_thronesGift_anotherSel,DialogOptionSelected,$option == nskr_thronesGift_another,FireBest nskr_thronesGiftPick,,,
nskr_thronesGift_leaveSel,DialogOptionSelected,$option == nskr_thronesGift_leave,"DismissDialog
nskr_thronesGift refreshIntel",,,

,,,,,,
# QUEST DEV,,,,,,
nskr_questDev_marketOption,PopulateOptions,"$hasMarket
$menuState == main",SetOptionColor (dev)nskr_questDev_open gray,,200:(dev)nskr_questDev_open:>> (dev) Quests,Dev mode only
nskr_questDev_openSel,DialogOptionSelected,$option == (dev)nskr_questDev_open,nskr_questDev quests,,,
,,,,,,
nskr_questDev_questsBack,nskr_questDevQuestsOptions,,SetShortcut nskr_questDev_close ESCAPE,,nskr_questDev_close:Back,Fired by nskr_questDev after each page of the quest list
nskr_questDev_pickQuestSel,DialogOptionSelected,"nskr_optionStartsWith ""nskr_questDev_pickQuest_""","nskr_questDev select
FireAll nskr_questDevQuest",,,
nskr_questDev_closeSel,DialogOptionSelected,$option == nskr_questDev_close,FireAll PopulateOptions,,,
,,,,,,
nskr_questDev_questInfo,nskr_questDevQuest,,nskr_questDev info,,,
nskr_questDev_questJump,nskr_questDevQuest,,,,nskr_questDev_jump:Jump to a stage,
nskr_questDev_questFlags,nskr_questDevQuest,,,,nskr_questDev_flags:Set or clear a flag,
nskr_questDev_questTimers,nskr_questDevQuest,,,,nskr_questDev_timers:Expire a timer,
nskr_questDev_questTriggers,nskr_questDevQuest,,,,nskr_questDev_triggers:Open a declared trigger here,
nskr_questDev_questReset,nskr_questDevQuest,,"nskr_quest confirm nskr_questDev_reset ""Reset this quest to its start stage?"" ""Reset"" ""Cancel""",,nskr_questDev_reset:Reset the quest,
nskr_questDev_questBack,nskr_questDevQuest,,SetShortcut nskr_questDev_quests ESCAPE,,100:nskr_questDev_quests:Back,
nskr_questDev_jumpSel,DialogOptionSelected,$option == nskr_questDev_jump,nskr_questDev stages,,,
nskr_questDev_flagsSel,DialogOptionSelected,$option == nskr_questDev_flags,nskr_questDev flags,,,
nskr_questDev_timersSel,DialogOptionSelected,$option == nskr_questDev_timers,nskr_questDev timers,,,
nskr_questDev_triggersSel,DialogOptionSelected,$option == nskr_questDev_triggers,nskr_questDev triggers,,,
nskr_questDev_resetSel,DialogOptionSelected,$option == nskr_questDev_reset,"nskr_questDev reset
FireAll nskr_questDevQuest",,,
nskr_questDev_questsSel,DialogOptionSelected,$option == nskr_questDev_quests,nskr_questDev quests,,,
,,,,,,
nskr_questDev_listBack,nskr_questDevListOptions,,SetShortcut nskr_questDev_questMenu ESCAPE,,nskr_questDev_questMenu:Back,Fired by nskr_questDev after each page of the stage and flag and timer and trigger lists
nskr_questDev_pickStageSel,DialogOptionSelected,"nskr_optionStartsWith ""nskr_questDev_pickStage_""","nskr_questDev jump
FireAll nskr_questDevQuest",,,
nskr_questDev_pickFlagSel,DialogOptionSelected,"nskr_optionStartsWith ""nskr_questDev_pickFlag_""","nskr_questDev toggleFlag
nskr_questDev flags",,,
nskr_questDev_pickTimerSel,DialogOptionSelected,"nskr_optionStartsWith ""nskr_questDev_pickTimer_""","nskr_questDev expireTimer
nskr_questDev timers",,,
nskr_questDev_pickTriggerSel,DialogOptionSelected,"nskr_optionStartsWith ""nskr_questDev_pickTrigger_""",nskr_questDev open,,,
nskr_questDev_questMenuSel,DialogOptionSelected,$option == nskr_questDev_questMenu,FireAll nskr_questDevQuest,,,
,,,,,,
# HELLSPAWN,,,,,,
nskr_hs_warningOpen,nskr_hsWarning,,"ShowPersonVisual false nskr_hs_thrn
nskr_quest hs do musicStart
nskr_quest hs do thrnAnimate
AddText ""Hello captain."" gray
AddText ""Soon you will be judged."" gray",,nskr_hs_warning1:Continue,Opened by HellSpawnWarningModule once the player reaches level 15
nskr_hs_warning1,DialogOptionSelected,$option == nskr_hs_warning1,"AddText ""The time for it is approaching rapidly."" gray
AddText ""Hope your actions were righteous."" gray
AddText ""Be ready."" gray",,nskr_hs_warning2:Continue,
nskr_hs_warning2,DialogOptionSelected,$option == nskr_hs_warning2,"AddText ""Be."" gray
AddText ""Ready."" gray
nskr_quest hs advance WARNING COUNTDOWN",,nskr_hs_warningLeave:Continue,COUNTDOWN starts the 40-day timer and adds HellSpawnJudgementIntel
nskr_hs_warningLeave,DialogOptionSelected,$option == nskr_hs_warningLeave,"nskr_quest hs do musicStop
DismissDialog",,,
,,,,,,
nskr_hs_judgementOpen,nskr_hsJudgement,,"ShowPersonVisual false nskr_hs_thrn
nskr_quest hs do musicStart
nskr_quest hs do thrnAnimate
AddText ""Hello captain."" gray
AddText ""The day has come."" gray",,nskr_hs_judgement1:Continue,Opened by HellSpawnJudgementModule 40 days after the warning
nskr_hs_judgement1,DialogOptionSelected,$option == nskr_hs_judgement1,"AddText ""There is no path."" gray
AddText ""Beyond the scope of justice."" gray
SetTextHighlightColors 218,16,52,255
SetTextHighlights justice
FireBest nskr_hsJudgementPath",,,
nskr_hs_pathPeaceful,nskr_hsJudgementPath,,,,nskr_hs_peaceful1:Continue,Fallback: Descent progress below 350
nskr_hs_pathNeutral,nskr_hsJudgementPath,nskr_quest hs check neutral,,,nskr_hs_neutral1:Continue,Descent progress 350 to 1999
nskr_hs_pathHell,nskr_hsJudgementPath,nskr_quest hs check hell,,,nskr_hs_hell1:Continue,Descent progress 2000 or more
,,,,,,
nskr_hs_peaceful1,DialogOptionSelected,$option == nskr_hs_peaceful1,"AddText ""What?"" gray
AddText ""...This is most unusual."" gray",,nskr_hs_peaceful2:Continue,
nskr_hs_peaceful2,DialogOptionSelected,$option == nskr_hs_peaceful2,"AddText ""You tried your best to maintain peace."" gray
AddText ""Despite your calling."" gray",,nskr_hs_peaceful3:Continue,
nskr_hs_peaceful3,DialogOptionSelected,$option == nskr_hs_peaceful3,"AddText ""Maybe there is hope for this sector after all..."" gray",,nskr_hs_peaceful4:Continue,
nskr_hs_peaceful4,DialogOptionSelected,$option == nskr_hs_peaceful4,"AddText ""Have this."" gray
AddText ""You have the power for change."" gray
AddStoryPoints 8
PlaySound ui_noise_static
nskr_quest hs do grantPeacefulHeart
AddText ""Do not waste it."" gray
nskr_quest hs advance JUDGEMENT SPARED",,nskr_hs_peacefulLeave:Continue,"grantPeacefulHeart runs only in JUDGEMENT, so it comes before the advance"
nskr_hs_peacefulLeave,DialogOptionSelected,$option == nskr_hs_peacefulLeave,"nskr_quest hs do musicFarewell
DismissDialog",,,
,,,,,,
nskr_hs_neutral1,DialogOptionSelected,$option == nskr_hs_neutral1,"AddText ""For everyone you've killed."" gray
AddText ""For every ship you've wrecked."" gray
AddText ""For every station you've burned."" gray",,nskr_hs_neutral2:Continue,
nskr_hs_neutral2,DialogOptionSelected,$option == nskr_hs_neutral2,"AddText ""What were you trying to achieve?"" gray
AddText ""...It doesn't matter."" gray",,nskr_hs_neutral3:Continue,
nskr_hs_neutral3,DialogOptionSelected,$option == nskr_hs_neutral3,"AddText ""It's time to pick on someone your own size."" gray
AddText ""Die."" gray",,nskr_hs_fight:Continue,
,,,,,,
nskr_hs_hell1,DialogOptionSelected,$option == nskr_hs_hell1,"AddText ""Oh yes."" gray
AddText ""Let the blood run as a river."" gray
AddText ""The sky filled with radioactive smog."" gray
AddText ""The sector firmly under your boot."" gray",,nskr_hs_hell2:Continue,
nskr_hs_hell2,DialogOptionSelected,$option == nskr_hs_hell2,"AddText ""Your empire of ash."" gray
AddText ""WELCOME"" 218,16,52,255
AddText ""TO"" 218,16,52,255
AddText ""HELL"" 218,16,52,255
nskr_quest hs set HELL",,nskr_hs_fight:Continue,HELL makes the judgement fleet larger
,,,,,,
nskr_hs_fight,DialogOptionSelected,$option == nskr_hs_fight,"HideVisual
nskr_quest hs advance JUDGEMENT FIGHT
nskr_quest hs do engageJudge",,,"FIGHT spawns the judgement fleet; engageJudge hands the dialog to HellSpawnJudgementInteraction, so it is the last line"
,,,,,,
nskr_hs_fightComms,nskr_hsFightComms,,"AddText ""What? The chance to talk your way out is long gone."" gray
AddText ""You attempt to open comms but nothing happens.""",,,Fired by HellSpawnJudgementInteraction
nskr_hs_fightDisengage,nskr_hsFightDisengage,,"AddText ""Ha ha ha."" gray
AddText ""Not so fast captain."" gray
AddText ""Your attempt was quickly blocked by the opposing fleet.""",,,Fired by HellSpawnJudgementInteraction
nskr_hs_fightStoryDisengage,nskr_hsFightStoryDisengage,,"AddText ""Pathetic."" gray
AddText ""There is no escape."" gray
AddText ""Despite your best efforts the opposing fleet remains one step ahead of you.""",,,Fired by HellSpawnJudgementInteraction
nskr_hs_fightBattleDisengage,nskr_hsFightBattleDisengage,,"AddText ""You have to finish this."" gray
AddText ""The opposing fleet doesn't seem to be effected by the damage you caused.""",,,Fired by HellSpawnJudgementInteraction
,,,,,,
# BLACKSITES,,,,,,
nskr_bs_siteDormant,nskr_bsSite,nskr_quest bs check dormant,"ShowDefaultVisual
FireBest nskr_bsFactionHighlight","Upon closer inspection it becomes clear that the site has multiple tripwire alarms rigged to it. There is no clear way to salvage anything of worth without triggering them.

""The whole damn thing is tamper proof."" Your ops chief scoffs. ""According to our quick analysis of the site it appears to belong to $nskr_bs_factionName. They'll come and try to stop us from salvaging it. I would expect $nskr_bs_expectedCount $nskr_bs_expectedNoun, with their total numbers being $nskr_bs_strength to ours.""

""They'll most likely try and empty the station themselves - as to not risk any of the valuable equipment falling into our hands, rather than try attacking us directly. So be prepared to stop them. That's all captain."" The ops chief gives you a nod of confirmation.

You can't safely take further actions with the site until all the hostile fleets are defeated or enough time has passed.","nskr_bs_tripAlarm:Trip the alarm
defaultLeave:Leave",Opened through the claim BlacksiteModule places on every station
nskr_bs_siteActive,nskr_bsSite,nskr_quest bs check active,"ShowDefaultVisual
SetTextHighlights ""$nskr_bs_remainingCount""","You can't safely take further actions with the site until all the hostile fleets are defeated or enough time has passed.

There appears to be $nskr_bs_remainingCount active hostile $nskr_bs_remainingNoun remaining.",defaultLeave:Leave,
nskr_bs_siteGone,nskr_bsSite,,DismissDialog,,,Fallback; the claim is released when a site is cleared or destroyed
,,,,,,
nskr_bs_highlightPather,nskr_bsFactionHighlight,nskr_quest bs check faction luddic_path,"SetTextHighlightColors luddic_path highlight
SetTextHighlights ""$nskr_bs_factionName"" ""hostile fleets are defeated""",,,
nskr_bs_highlightPirates,nskr_bsFactionHighlight,nskr_quest bs check faction pirates,"SetTextHighlightColors pirates highlight
SetTextHighlights ""$nskr_bs_factionName"" ""hostile fleets are defeated""",,,
